index,time,longitude,latitude,magnitude,time_days,x,y
300543,2010-09-10 19:49:05.836,-116.70982,33.6732,1.14,14862.82576199074,21.284683771018866,-19.257457146326193
300632,2010-09-11 05:53:54.862,-116.37118,33.03944,1.12,14863.245773865743,-49.197921678307026,12.168005640900471
300689,2010-09-11 08:21:31.950,-116.27181,33.01793,1.32,14863.348286458335,-51.57371234252481,21.436031336347813
300846,2010-09-11 17:11:29.114,-116.00253,33.17584,1.89,14863.716309189813,-33.9271991502714,46.459169591978366
300856,2010-09-11 18:18:02.131,-116.3989,33.37993,1.31,14863.762524664353,-11.340056895974524,9.546782168977842
300910,2010-09-11 23:07:51.407,-116.33991,33.00247,2.27,14863.963789432872,-53.30471057353328,15.089192522678864
300969,2010-09-12 03:22:49.350,-116.35868,33.31947,1.21,14864.140848958335,-18.058484439500788,13.290537715460582
300983,2010-09-12 04:25:32.618,-116.37589,33.38801,1.87,14864.184405300923,-10.439252361824458,11.682226396967131
301013,2010-09-12 07:10:36.443,-116.36883,33.38676,1.7,14864.299032905094,-10.57743026101795,12.337879929117532
301015,2010-09-12 07:13:42.685,-116.36837,33.38686,1.65,14864.301188483796,-10.566256075518844,12.380574355727864
301016,2010-09-12 07:14:00.821,-116.36849,33.38671,1.43,14864.301398391202,-10.582949597701592,12.369454333834923
301018,2010-09-12 07:28:34.359,-116.34063,33.0028,1.72,14864.311508784722,-53.26812019113336,15.021993007895531
301122,2010-09-12 15:12:44.478,-116.20388,33.34912,1.43,14864.633848125002,-14.73107279625564,27.66461196489003
301152,2010-09-12 18:27:57.711,-116.47058,33.16292,1.08,14864.76941795139,-35.474755983193766,2.898336106761903
301175,2010-09-12 20:57:47.436,-116.38699,33.39677,1.55,14864.873465694445,-9.466377444820782,10.650587754219023
301196,2010-09-12 23:49:51.581,-116.34176,33.32638,1.43,14864.992958113424,-17.287837695320253,14.861510127338448
301197,2010-09-12 23:57:04.938,-116.34255,33.32661,1.21,14864.997973819443,-17.262375480437857,14.788072593747454
301397,2010-09-13 22:07:36.684,-116.67879,33.98418,1.28,14865.921952361112,55.85873585573427,-16.32668899807574
301530,2010-09-14 08:08:34.683,-116.44584328313996,33.46558890551177,1.58,14866.3392903125,-1.8185485406029989,5.1828713410400225
301587,2010-09-14 10:37:47.813,-116.4458704035849,33.46316718868818,1.7,14866.442914502315,-2.087832509043222,5.180500383829824
301595,2010-09-14 10:46:41.366,-116.4512,33.46272,1.13,14866.449089884261,-2.1378107371353123,4.686133627114661
301638,2010-09-14 13:02:58.668,-116.40615,33.04423,1.12,14866.543734583332,-48.66883251588187,8.907788187612722
301662,2010-09-14 14:39:03.737,-116.34077,33.00212,1.67,14866.610459918982,-53.34375287667906,15.009053644949644
301686,2010-09-14 17:31:20.076,-116.44689,33.01265,1.42,14866.730093472223,-52.18310704053359,5.112251102780574
301726,2010-09-14 22:14:12.860,-116.7306,33.541,1.28,14866.92653773148,6.58877535807055,-21.21286181004708
301777,2010-09-15 01:43:20.306,-116.44562,33.01427,1.75,14867.071762800922,-52.00290828840767,5.230573939953543
301797,2010-09-15 02:28:23.464,-116.71993,33.6544,1.43,14867.103049351852,19.196143653989143,-20.197421603149056
301824,2010-09-15 04:24:59.577,-116.4662,33.41662,1.21,14867.184022881944,-7.264473013481524,3.2964286251346135
301993,2010-09-15 15:05:15.872,-116.7612,33.71461,1.15,14867.628655925926,25.899983196816898,-24.000505244908318
301998,2010-09-15 15:22:57.874,-116.45124,33.46271,2.12,14867.640947615739,-2.138924490463501,4.682423616931806
302034,2010-09-15 18:38:11.938,-116.2895,33.34571,1.03,14867.776527060185,-15.129752982135855,19.712573923123106
302116,2010-09-16 03:54:49.687,-116.39898,33.20034,1.14,14868.163075081018,-31.309558856043182,9.559041262031906
302257,2010-09-16 16:37:30.231,-116.54033,33.45797,1.02,14868.692711006945,-2.666460370655146,-3.582098782999007
302280,2010-09-16 18:55:23.029,-116.79405,33.92595,1.02,14868.788460983797,49.40798407465762,-26.972369108456807
302375,2010-09-17 04:39:41.775,-116.3786,33.51762,1.57,14869.194233506945,3.972418383483955,11.41354446022028
302401,2010-09-17 06:53:15.030,-116.80314,33.69619,1.07,14869.286979513892,23.862271379818665,-27.88564025812749
302566,2010-09-17 18:32:09.109,-116.34779,33.02313,1.17,14869.772327650462,-51.00853622086966,14.350972081267333
302587,2010-09-17 20:34:36.131,-116.03805,33.19091,1.35,14869.857362627316,-32.26677826149215,43.14591466661721
302593,2010-09-17 21:28:23.141,-116.85623,33.86459,1.03,14869.894712280093,42.60300907243446,-32.73289855863789
302608,2010-09-17 23:00:29.364,-116.34119,33.00253,1.71,14869.958673194446,-53.29822333010676,14.969816820412543
302642,2010-09-18 04:01:09.403,-116.94308,33.99836,1.7,14870.167469942131,57.50834927495914,-40.68817414702074
302757,2010-09-18 13:08:38.747,-116.36312,33.36248,1.14,14870.54767068287,-13.276550199436365,12.871620665388798
302782,2010-09-18 14:34:29.191,-116.45826,33.46621,2.55,14870.607282303241,-1.7500366930182005,4.031059025854969
302805,2010-09-18 15:46:15.778,-116.47487,33.43832,1.26,14870.657127060183,-4.851784582117851,2.491115885225995
302850,2010-09-18 19:48:37.852,-116.44606,33.00584,1.08,14870.825438101852,-52.94030347222097,5.190045689175213
302886,2010-09-18 23:03:06.893,-116.50808,33.45471,2.09,14870.960496446758,-3.0296035023233086,-0.5903249696558704
302915,2010-09-19 00:40:02.367,-116.15812,33.78459,1.89,14871.027805173613,33.70402818223811,31.75458482940561
303034,2010-09-19 10:47:10.324,-116.46705,33.06991,1.51,14871.449425046296,-45.81689217791535,3.230351892199102
303068,2010-09-19 13:00:06.624,-116.61755,33.41804,1.2,14871.541743333335,-7.101147788258729,-10.750657006133459
303087,2010-09-19 14:23:54.007,-116.92616,33.98565,1.33,14871.599930636574,56.08853355726465,-39.13419792783111
303108,2010-09-19 15:25:05.234,-116.45842,33.46662,1.54,14871.642421689814,-1.7044529719116446,4.016198418367898
303142,2010-09-19 19:13:56.108,-116.86468,33.52866,1.4,14871.801343842593,5.252057406884138,-33.64413772637728
303154,2010-09-19 21:40:38.715,-116.92888,33.99691,1.31,14871.903225868058,57.34161847484573,-39.379788149866044
303156,2010-09-19 21:42:14.493,-116.45799,33.46571,1.83,14871.904334409723,-1.805623644706332,4.056127639540389
303172,2010-09-19 23:14:31.620,-116.07979,33.77113,1.69,14871.968421527776,32.23409796846692,38.999774135564806
303177,2010-09-19 23:47:05.220,-116.44715,33.01227,1.11,14871.991032638889,-52.225373826398915,5.088029791733418
303203,2010-09-20 01:28:15.068,-116.33368,33.00249,1.16,14872.06128550926,-53.301568003744386,15.670163080698112
303226,2010-09-20 02:37:49.117,-116.91794,33.36685,1.07,14872.109596261573,-12.721832661011296,-38.65300499564092
303322,2010-09-20 09:30:52.882,-116.46874,33.49005,1.4,14872.396445393519,0.9004926603207212,3.058092095325784
303346,2010-09-20 11:30:23.661,-116.64709,33.22184,1.19,14872.479440520834,-28.914141689797685,-13.52275928824729
303421,2010-09-20 20:39:45.721,-116.80081,33.85437,1.26,14872.860945844906,41.450442399431815,-27.619170728149236
303436,2010-09-20 22:48:20.616,-116.79870445761591,33.729304462318595,1.59,14872.95023861111,27.543243479312387,-27.464722776388378
303499,2010-09-21 02:43:27.750,-116.355,33.264,1.73,14873.113515625002,-24.22598929615217,13.64115577983748
303540,2010-09-21 06:06:11.457,-116.5525,33.42869,1.45,14873.254299270833,-5.921761938991739,-4.712686733000146
303551,2010-09-21 06:55:37.282,-116.66167,33.54903,1.26,14873.288625949072,7.469705249993426,-14.823067623289909
303636,2010-09-21 13:58:50.647,-116.35202,33.26225,1.09,14873.582530636575,-24.42018574769143,13.918503679919572
303638,2010-09-21 14:08:38.735,-116.40419,33.25097,1.06,14873.58933721065,-25.680226498249038,9.069019680552733
303645,2010-09-21 15:56:39.736,-116.85176,33.88649,2.06,14873.664348796297,45.03676983587202,-32.311911889863275
303648,2010-09-21 16:07:50.190,-116.52571,33.52381,1.06,14873.672108680556,4.654204851730809,-2.224126377562072
303709,2010-09-22 01:07:52.274,-116.76379,33.49123,1.06,14874.047132800924,1.0618823891503917,-24.302873900603014
303717,2010-09-22 01:50:18.215,-116.00335,33.15375,2.74,14874.07659971065,-36.383854190598896,46.39457395625965
303720,2010-09-22 01:53:18.402,-116.00302,33.15456,2.74,14874.078685208333,-36.29363949590017,46.42486449552083
303723,2010-09-22 01:56:24.170,-116.00265,33.15464,1.06,14874.080835300923,-36.284578947504805,46.45926590494755
303872,2010-09-22 17:41:33.667,-116.67395,33.9747,1.67,14874.737195219908,54.803854546107694,-15.882189963528324
303949,2010-09-23 01:43:38.370,-116.10767,33.23326,1.05,14875.071971874999,-27.58436358062469,36.649767741569114
304079,2010-09-23 13:43:04.475,-116.79599,33.97245,1.12,14875.57157957176,54.57905035395211,-27.136593568960507
304087,2010-09-23 14:42:09.610,-116.58679,33.45889,1.04,14875.61261122685,-2.561595135096455,-7.892055976640799
304094,2010-09-23 15:49:42.930,-116.57291,33.48461,1.32,14875.659524652776,0.2973697297188761,-6.602477983608924
304097,2010-09-23 16:17:32.930,-116.80331,33.98559,1.04,14875.67885335648,56.042094874059174,-27.807330308851075
304105,2010-09-23 17:11:44.138,-116.57312,33.48487,1.12,14875.7164830787,0.326293779184425,-6.621933576321095
304124,2010-09-23 21:15:59.092,-116.33197,33.00617,1.28,14875.886100601852,-52.8921125691668,15.828964664380566
304153,2010-09-23 22:45:45.675,-116.83006,33.95221,1.05,14875.948445312499,52.3379258897668,-30.285546370670342
304156,2010-09-23 23:06:38.162,-116.46057,33.51043,1.06,14875.962941689813,3.1669156081985936,3.8148350547423204
304203,2010-09-24 03:37:11.820,-116.445,33.4017,1.02,14876.15083125,-8.922628057969897,5.2649711429539146
304219,2010-09-24 04:56:59.515,-116.70286,33.63825,1.14,14876.206244386576,17.39715177824718,-18.620942836145403
304248,2010-09-24 06:50:48.635,-116.43937,33.26371,1.31,14876.285285127315,-24.266115980572206,5.796785497043169
304251,2010-09-24 07:01:30.911,-116.77872,33.99222,1.27,14876.292718877316,56.77297315195692,-25.53811820404211
304252,2010-09-24 07:01:47.835,-116.77893,33.99222,1.16,14876.292914756945,56.773025041369166,-25.557478965125775
304442,2010-09-25 01:22:26.342,-116.44712,33.0125,1.6,14877.057249328707,-52.199797530063236,5.090813777596846
304443,2010-09-25 01:22:34.106,-116.44749,33.01208,2.68,14877.057339189814,-52.24651739804319,5.056337780853766
304472,2010-09-25 03:58:56.580,-116.44669,33.01267,1.38,14877.165932638887,-52.18087332019192,5.130898647997479
304512,2010-09-25 06:59:00.143,-116.39418,33.38876,1.52,14877.290973877316,-10.357762387384788,9.984030065439391
304533,2010-09-25 08:26:52.182,-116.26874,33.28972,1.58,14877.351992847223,-21.35142518840619,21.654868456585284
304539,2010-09-25 08:50:14.795,-116.44697,33.01263,1.0,14877.368226793982,-52.18533485770568,5.10479277987259
304559,2010-09-25 10:41:46.898,-116.81368,33.94343,1.44,14877.445681689813,51.356958919218506,-28.777657685699594
304616,2010-09-25 15:16:27.296,-116.49907,33.07601,1.53,14877.636427037038,-45.13913717115147,0.24662307427169494
304633,2010-09-25 16:38:40.768,-116.3279,33.34635,1.19,14877.693527407406,-15.065209349226537,16.145527800893138
304638,2010-09-25 17:20:43.750,-116.65242,33.94421,1.26,14877.722728587965,51.41042213107412,-13.901799709194567
304690,2010-09-25 22:37:56.625,-116.47727,33.4889,1.03,14877.943016493056,0.7723997982797296,2.2670966905521577
304835,2010-09-26 11:16:28.150,-116.80288,33.28016,1.03,14878.469770254631,-22.398177513821768,-27.995745906745007
304847,2010-09-26 12:03:23.470,-116.93264,33.96576,1.03,14878.502354976852,53.879342581175734,-39.74091500387099
304955,2010-09-27 00:19:40.351,-116.80263,33.69726,1.26,14879.013661469908,23.981112752455953,-27.838112600149824
304976,2010-09-27 02:04:47.501,-116.54829,33.48197,1.26,14879.086660891202,0.002520582297499908,-4.319342470035395
305144,2010-09-27 18:57:50.495,-116.50983,33.49928,1.23,14879.790167766205,1.9263656882373814,-0.752289485104111
305171,2010-09-27 22:52:37.594,-116.44904,33.52485,1.64,14879.953212893517,4.770829370136587,4.88299863743538
305193,2010-09-28 01:26:59.542,-116.56331318472972,33.46875262088135,1.42,14880.060411365741,-1.4664592882877843,-5.713511777464204
305195,2010-09-28 01:33:53.592,-116.56343298052143,33.474861327172846,1.47,14880.065203611111,-0.7871955729533983,-5.724220147167174
305199,2010-09-28 01:53:54.397,-116.84367,33.43242,1.46,14880.079101817128,-5.455940345053373,-31.731899052735603
305307,2010-09-28 08:47:14.679,-116.07847,33.77142,1.09,14880.366142118057,32.26684214604906,39.12165234028885
305328,2010-09-28 09:58:09.263,-116.07873,33.77198,1.3,14880.415384988426,32.32901301902794,39.097365192941254
305431,2010-09-28 18:31:42.533,-116.07843,33.77224,1.17,14880.77202005787,32.358036904347586,39.12497609731971
305438,2010-09-28 19:21:22.370,-116.07856,33.77008,1.06,14880.806508912035,32.117807266803865,39.11394365913328
305447,2010-09-28 20:27:04.685,-116.42265,33.48871,1.14,14880.85213755787,0.7537971368180684,7.332339362708128
305469,2010-09-28 23:53:09.416,-116.80524,33.86812,1.2,14880.995247870369,42.98056169415402,-28.02375112614159
305485,2010-09-29 01:46:41.209,-116.29783,33.35568,1.24,14881.074088067127,-14.022688237471135,18.9366396673118
305486,2010-09-29 01:46:59.405,-116.29806,33.35574,1.22,14881.074298668982,-14.01605841130885,18.91526465917342
305557,2010-09-29 05:54:52.128,-116.41883,33.45673,1.11,14881.246436666666,-2.8019401256978673,7.689428157400081
305624,2010-09-29 10:09:26.818,-116.45772,33.46644,1.0,14881.423227060184,-1.7244407743375283,4.081138619170517
305643,2010-09-29 11:11:58.903,-116.29791,33.35547,2.85,14881.466653969908,-14.046053729206022,18.9292551434541
305724,2010-09-29 20:43:02.590,-116.44055,33.47944,1.31,14881.863224421299,-0.2781005427751515,5.672973073654795
305731,2010-09-29 21:24:05.485,-116.44795,33.01222,1.06,14881.891730150463,-52.23097231684884,5.013437468075823
305757,2010-09-30 01:26:26.011,-116.84152,33.87816,1.08,14882.060023275464,44.10736693119558,-31.369729551584456
305904,2010-09-30 14:01:11.571,-116.0798,33.76924,1.3,14882.58416170139,32.023936223034525,38.99970790317107
305936,2010-09-30 18:04:30.235,-116.55133,33.45432,1.14,14882.753127719909,-3.0718884994770908,-4.602750066699188
305957,2010-09-30 21:40:14.749,-116.08081,33.77004,1.1,14882.902948483794,32.11251221231158,38.90598715032489
305961,2010-09-30 22:10:45.705,-116.67362,33.98578,1.05,14882.924140104165,56.035843267241155,-15.8497024800398
306023,2010-10-01 04:08:02.804,-116.75577684614483,33.654411731609336,1.16,14883.172254675925,19.205003390910477,-23.51533254937173
306024,2010-10-01 04:10:24.014,-116.75056879135556,33.656381647952514,1.36,14883.173889050928,19.42287905571209,-23.032758938634295
306051,2010-10-01 06:58:42.264,-116.74434,33.62961,1.58,14883.290766944443,16.444643428117722,-22.463221533305592
306161,2010-10-01 14:57:26.173,-116.32699,33.9513,1.13,14883.623219594905,52.202279967854324,16.116555525025056
306208,2010-10-01 21:21:51.940,-116.77314,33.48411,1.04,14883.890184490741,0.2724022816828496,-25.17199634438918
306212,2010-10-01 21:49:27.826,-116.2961,33.35613,1.58,14883.909349837963,-13.972334122219024,19.097219871545608
306234,2010-10-02 00:47:24.553,-116.42919,33.47749,1.22,14884.032923067129,-0.49425252035979605,6.726717571934501
306289,2010-10-02 07:45:29.255,-116.44917,33.12028,2.95,14884.323255266205,-40.21530687049064,4.893644869215023
306341,2010-10-02 13:41:38.008,-116.35923,33.02973,1.38,14884.570578796294,-50.276165740928676,13.283395112847884
306361,2010-10-02 19:00:08.630,-116.46566,33.15214,1.17,14884.791766550927,-36.67328954308773,3.3567222127368574
306446,2010-10-03 00:42:38.427,-116.94001,33.95642,1.56,14885.029611423612,52.84364066911524,-40.42501236925207
306494,2010-10-03 04:05:41.010,-116.46502,33.15199,1.03,14885.170613541666,-36.68994797387107,3.4163090521755697
306547,2010-10-03 07:56:28.857,-116.70816,33.51973,1.3,14885.33088954861,4.21929945381528,-19.13783360640646
306613,2010-10-03 13:39:25.127,-116.46489254221427,33.14869237197703,1.26,14885.56904082176,-37.05662328687665,3.4283040438854986
306623,2010-10-03 14:07:52.547,-116.46680010974609,33.152951385255065,2.1,14885.588802627317,-36.58310378119175,3.250553217950049
306689,2010-10-03 20:36:03.682,-116.70628,33.7012,1.43,14885.858375949074,24.397488332074314,-18.923718383454496
306783,2010-10-04 06:09:40.177,-116.46479,33.15335,1.28,14886.256715011574,-36.53871530852314,3.4376675468135196
306834,2010-10-04 10:11:21.059,-116.44745,33.01292,1.05,14886.42454929398,-52.15311172247635,5.060019146480568
306900,2010-10-04 18:48:39.572,-116.09035,33.75709,2.08,14886.783791342594,30.668998482423895,38.02990593182755
306903,2010-10-04 18:52:06.630,-116.09041,33.75636,1.26,14886.786187847223,30.587804321726345,38.02468212103738
306922,2010-10-04 21:21:58.263,-116.41691,33.0528,1.73,14886.89025767361,-47.71675963246698,7.9040763205462925
307085,2010-10-05 11:15:54.786,-116.38244,33.39284,1.15,14887.46938409722,-9.902897942126057,11.073484799515377
307108,2010-10-05 15:24:47.730,-116.85511584329832,33.88218660450313,1.02,14887.642219097219,44.55930758780357,-32.62332288210774
307138,2010-10-05 19:52:57.874,-116.77077,33.66992,1.08,14887.828447615739,20.932942942994107,-24.898587136884885
307140,2010-10-05 20:02:26.913,-116.40865,33.47665,1.29,14887.835033715277,-0.586137585358093,8.63184411133494
307159,2010-10-05 23:20:35.602,-116.89542,33.89007,1.38,14887.972634282405,45.44932881130014,-36.340556921525724
307165,2010-10-06 00:45:56.636,-116.8001,33.69708,1.52,14888.031905509259,23.960421114034332,-27.604115319398055
307172,2010-10-06 02:20:49.140,-116.76281,33.99931,1.01,14888.097790972224,57.55752764614616,-24.06930992402363
307176,2010-10-06 02:42:20.210,-116.47361,33.16817,1.38,14888.112733912034,-34.891062840559556,2.6161350630656215
307177,2010-10-06 02:46:22.136,-116.46467,33.15353,1.1,14888.115533981481,-36.518696255072186,3.448831727768828
307187,2010-10-06 03:27:30.362,-116.82166,33.99088,1.32,14888.144101412037,56.635400328991416,-29.497393687731357
307251,2010-10-06 06:59:19.918,-116.78176,33.98969,1.46,14888.291202754632,56.49240524639629,-25.819153613609114
307354,2010-10-06 17:58:06.787,-116.46233239844405,33.15675305184677,3.94,14888.748689664353,-36.16022940423626,3.666312818707579
307364,2010-10-06 18:44:44.078,-116.46737,33.15196,1.09,14888.781065717594,-36.69335843029195,3.1975358613009957
307392,2010-10-06 20:51:30.834,-116.34698,33.02345,1.31,14888.869106874998,-50.97284208658703,14.426437699735741
307405,2010-10-06 22:28:32.580,-116.40665,33.56387,1.3,14888.936488194444,9.112450945998344,8.808458313108977
307454,2010-10-07 03:11:00.467,-116.60464,33.21109,1.06,14889.13264429398,-30.11419640762161,-9.5751975727875
307455,2010-10-07 03:11:07.262,-116.6023,33.20862,1.17,14889.132722939816,-30.38906062293182,-9.357766329867868
307479,2010-10-07 05:12:43.340,-116.46679,33.15236,1.07,14889.217168287036,-36.64886250494384,3.2515163651743726
307507,2010-10-07 06:33:40.860,-116.46148,33.48418,1.25,14889.273389583332,0.2480157714061405,3.7315976393596646
307536,2010-10-07 08:00:06.821,-116.76456,33.91481,1.38,14889.333412280092,48.16197279117287,-24.254614302156384
307568,2010-10-07 10:03:33.990,-116.48367,33.16983,1.04,14889.419143402778,-34.70668674596075,1.679736275277479
307586,2010-10-07 11:17:26.259,-116.38688,33.18148,1.1,14889.4704428125,-33.40551853992168,10.6871795156226
307754,2010-10-08 02:39:06.207,-116.44836,33.00876,1.23,14890.110488506945,-52.61572638641426,4.97540343470112
307796,2010-10-08 05:16:45.520,-116.37992,33.34032,1.07,14890.219971296296,-15.742583238202608,11.31427251134736
307901,2010-10-08 12:27:57.189,-116.42193,33.05005,1.4,14890.519411909721,-48.022914999494105,7.436440906794817
307919,2010-10-08 13:45:43.607,-116.4661,33.15416,1.07,14890.573421377316,-36.44868988744497,3.3156837057052035
307956,2010-10-08 18:26:44.000,-116.01167,33.20267,1.08,14890.768564814814,-30.947887160240004,45.594514490820146
307979,2010-10-08 21:23:18.589,-116.43114,33.39653,1.05,14890.891187372685,-9.496717885149303,6.5519717767821515
308134,2010-10-09 08:40:23.236,-116.44226,33.27351,1.69,14891.361380046297,-23.176563003858355,5.527462215681251
308197,2010-10-09 13:27:28.039,-116.44859,33.12054,1.64,14891.56074119213,-40.18636879824271,4.9476450980856805
308222,2010-10-09 16:07:03.653,-116.23754985921242,33.32159044744265,1.19,14891.67157005787,-17.800668891155688,24.544956176372292
308226,2010-10-09 16:07:41.833,-116.23245418902901,33.31639197885584,1.13,14891.672011956018,-18.377497600401053,25.019911368644788
308242,2010-10-09 17:38:03.446,-116.35087,33.32489,1.52,14891.734762106482,-17.454782833155196,14.01534518823913
308250,2010-10-09 18:21:25.702,-116.03925,33.19124,1.77,14891.764880810188,-32.23058062101535,43.034088401991966
308271,2010-10-09 21:33:59.121,-116.44753,33.01255,1.72,14891.8986009375,-52.194257722796316,5.052580972186086
308274,2010-10-09 21:40:03.544,-116.44749,33.01257,2.36,14891.902818796296,-52.19203188560743,5.05630956762694
308321,2010-10-10 02:44:18.563,-116.42035,33.45475,1.07,14892.114103738426,-3.0222175459273144,7.548589909423192
308385,2010-10-10 09:10:30.324,-116.73391,33.30462,1.11,14892.382295416664,-19.694784592863307,-21.578333781428746
308501,2010-10-10 21:29:16.239,-116.44954,33.1197,1.03,14892.895326840278,-40.27981724334529,4.859219267181722
308526,2010-10-11 00:17:24.004,-116.7953,33.69077,1.02,14893.012083379628,23.25751389994897,-27.16204820314918
308557,2010-10-11 03:33:34.556,-116.41477,33.00094,1.05,14893.14831662037,-53.48316378303949,8.108315208782704
308590,2010-10-11 06:54:46.501,-116.54801995157106,33.45553413327949,1.39,14893.288038206018,-2.9370248075274255,-4.295607552747151
308648,2010-10-11 10:50:44.320,-116.1139,33.86555,1.18,14893.451901851851,42.72078239156173,35.80747867383452
308698,2010-10-11 16:03:06.050,-116.44349,33.01469,1.12,14893.668820023147,-51.9560975612714,5.429153107801235
308706,2010-10-11 18:05:00.989,-116.45115,33.11889,1.07,14893.75348366898,-40.36995906054026,4.70932386808956
308754,2010-10-11 23:23:12.401,-116.19418,33.3325,1.26,14893.974449085648,-16.57650778775334,28.571053842404066
308757,2010-10-12 00:06:13.981,-116.34379,33.35379,1.07,14894.004328483796,-14.240273821280644,14.668280978850472
308832,2010-10-12 06:58:59.006,-116.44705,33.01237,3.17,14894.290960717593,-52.214249450895544,5.097348384467075
308849,2010-10-12 07:15:08.088,-116.44763,33.01254,1.81,14894.302176944446,-52.195374512361276,5.043257178942541
308982,2010-10-12 14:39:19.053,-116.23117547278167,33.319473436278734,1.13,14894.6106371875,-18.034547106529622,25.13783955522447
308990,2010-10-12 15:29:16.560,-116.90261,33.80878,2.02,14894.645330555555,36.41285805574387,-37.03933913531734
309002,2010-10-12 16:42:00.369,-116.416,33.382,1.25,14894.695837604166,-11.111323269547517,7.958818321282867
309053,2010-10-12 22:29:29.211,-116.74545,33.35764,2.45,14894.937143645833,-13.796779968319049,-22.636976118215486
309087,2010-10-13 01:23:19.338,-116.4019,33.38235,1.53,14895.05786270833,-11.071236700226848,9.267967143541837
309124,2010-10-13 04:20:44.920,-116.38507,33.33095,1.1,14895.181075462964,-16.785028042816972,10.837032565195551
309215,2010-10-13 10:04:01.606,-116.74562,33.35805,1.04,14895.41946303241,-13.751153051947536,-22.65265818902423
309252,2010-10-13 12:16:33.921,-116.70115,33.68146,1.02,14895.511503715277,22.2015766872972,-18.453383639624995
309264,2010-10-13 13:05:45.575,-116.4675,33.15571,1.13,14895.545666377315,-36.276381443766866,3.185296864928218
309274,2010-10-13 13:34:18.139,-116.82614,33.3414,1.14,14895.565487719909,-15.582107408946717,-30.136752132137868
309277,2010-10-13 13:48:19.204,-116.34123,33.00552,1.19,14895.575222268519,-52.96575632779897,14.96557721629003
309290,2010-10-13 14:28:17.951,-116.78087,33.83883,1.0,14895.602985543981,39.7173320732174,-25.782529479344493
309301,2010-10-13 14:55:47.243,-116.44723,33.01196,1.01,14895.62207457176,-52.25984815293779,5.080588208644318
309348,2010-10-13 20:22:23.998,-116.31088,33.361,1.55,14895.848888865743,-13.433432190773145,17.723496172801017
309359,2010-10-13 21:55:04.424,-116.38477,33.33058,2.01,14895.91324564815,-16.8261388573183,10.864950147936293
309367,2010-10-13 22:26:07.007,-116.46,33.50958,1.82,14895.93480332176,3.0724210084406813,3.8677192729688086
309410,2010-10-14 02:35:09.695,-116.79717,33.57341,1.09,14896.107751099538,10.208181682799657,-27.372280479065108
309429,2010-10-14 03:45:26.932,-116.44789,33.01159,1.09,14896.156561712962,-52.30102223260643,5.0190681159383725
309487,2010-10-14 08:37:56.282,-116.44698,33.01332,1.24,14896.359679189813,-52.108610850175026,5.103820241040072
309523,2010-10-14 11:03:24.454,-116.62567,33.43835,1.81,14896.460699699077,-4.841909709801924,-11.501593820765521
309616,2010-10-14 20:01:42.650,-116.20106,33.53603,1.15,14896.834521412035,6.053104168433686,27.86642318871961
309657,2010-10-14 22:05:02.512,-116.58034,33.44905,1.18,14896.920167962964,-3.6562245918451617,-7.294531191931238
309692,2010-10-15 01:57:22.004,-116.76404,33.716,2.15,14897.081504675925,26.055205261510093,-24.26279423455438
309753,2010-10-15 08:49:23.805,-116.37359,33.42064,1.09,14897.367636631943,-6.810701696030613,11.891296722836314
309820,2010-10-15 15:47:32.374,-116.98852,33.9408,1.84,14897.658013587963,51.12679070458236,-44.90740269363058
309848,2010-10-15 19:16:03.736,-116.44339,33.11577,1.19,14897.802821018518,-40.71650956165065,5.432211348796252
309953,2010-10-16 05:57:56.885,-116.58497,33.50265,1.31,14898.24857505787,2.3041576899515888,-7.7193180333798646
310014,2010-10-16 10:32:25.677,-116.52161,33.13312,1.68,14898.43918607639,-38.78862118379232,-1.8523617123872262
310063,2010-10-16 14:05:35.083,-116.4502619110376,33.01825146976317,2.27,14898.587211608798,-51.56041224749537,4.797536028959907
310108,2010-10-16 21:43:36.213,-116.44739620207157,33.018068400076594,1.69,14898.905280243054,-51.58063315938124,5.064738477840114
310150,2010-10-17 05:17:51.939,-116.85642,33.93756,1.2,14899.220740034723,50.71695100407877,-32.7225260346419
310154,2010-10-17 05:38:25.357,-116.90109,33.82839,1.24,14899.235015706017,38.59284392228241,-36.89046927193519
310204,2010-10-17 10:36:00.334,-116.92864,33.84547,1.28,14899.44167053241,40.50220347295252,-39.42741860581763
310238,2010-10-17 14:41:08.318,-116.36331,33.93433,1.53,14899.611901828705,50.31023132101559,12.768987749449359
310255,2010-10-17 17:50:12.935,-116.39212,33.39242,1.19,14899.743205266206,-9.95058924506347,10.174857551602186
310262,2010-10-17 18:39:39.675,-116.11951,33.17893,1.26,14899.77754253472,-33.629680992093014,35.57067467937313
310264,2010-10-17 18:56:55.507,-116.39108,33.19903,1.06,14899.789531331018,-31.45447099278695,10.29424256168787
310279,2010-10-17 21:22:06.711,-116.76342,33.28183,1.56,14899.890355451389,-22.22240442510247,-24.327136272735775
310310,2010-10-18 02:55:49.202,-116.46373,33.15484,1.58,14900.122097245368,-36.37299938395667,3.536286930350955
310324,2010-10-18 05:18:11.640,-116.38747491470934,33.33218194896176,2.07,14900.220968055557,-16.648289611330203,10.613454647087949
310337,2010-10-18 06:39:27.387,-116.33178,33.00607,1.02,14900.277400312501,-52.903203205793645,15.846700270658312
310520,2010-10-19 02:19:40.522,-116.77904,33.6593,1.07,14901.096996782406,19.754070279280835,-25.667067047895443
