index,time,longitude,latitude,magnitude,x,y
175953,2010-04-10 10:30:54.755,-115.77702,32.65816,1.07,-14.456080144726197,-5.641363053433523
175955,2010-04-10 10:31:31.112,-115.76608,32.62195,1.54,-18.4829781008923,-4.619079862573071
175956,2010-04-10 10:31:43.936,-115.85076,32.70024,1.06,-9.770668371615818,-12.538663741810295
175959,2010-04-10 10:33:04.175,-115.78029,32.65955,1.99,-14.301340326289576,-5.947393592642612
175968,2010-04-10 10:35:33.258,-115.86473,32.9169,1.39,14.322560286147425,-13.812150903293366
175979,2010-04-10 10:39:14.977,-115.84146,32.71147,1.41,-8.523012566310753,-11.66697972793812
175982,2010-04-10 10:40:31.020,-115.84195,32.71113,1.98,-8.560764734668085,-11.712868635905785
175986,2010-04-10 10:41:26.321,-115.79061,32.66971,2.24,-13.170973426601865,-6.912705074631971
175987,2010-04-10 10:41:43.130,-115.62531,32.54239,1.18,-27.32702506960798,8.572155082715005
175989,2010-04-10 10:42:10.298,-115.7817,32.64661,1.87,-15.740122579635159,-6.080270592062749
175992,2010-04-10 10:43:30.060,-115.81196,32.67466,1.23,-12.618963736446567,-8.910645810775133
175993,2010-04-10 10:44:01.185,-115.64394,32.55204,2.1,-26.25534672621782,6.82510167490947
175995,2010-04-10 10:44:39.605,-115.78334,32.67116,1.69,-13.010191918614497,-6.23210623457531
175996,2010-04-10 10:44:48.624,-115.75585,32.68219,1.16,-11.784995505107304,-3.6585347883504986
176005,2010-04-10 10:47:31.416,-115.76512,32.68497,1.27,-11.475515405286494,-4.525977171180918
176010,2010-04-10 10:50:18.460,-115.7756,32.68073,1.34,-11.946485458896909,-5.507036117212547
176013,2010-04-10 10:51:34.463,-115.77914,32.66157,2.01,-14.07679056660712,-5.839605161143838
176014,2010-04-10 10:52:02.421,-115.77947,32.66112,1.52,-14.126810040548273,-5.8705267312569696
176015,2010-04-10 10:52:14.970,-115.7066,32.59686,1.77,-21.27388819644789,0.9517034742065626
176017,2010-04-10 10:52:54.670,-115.6626,32.65764,1.4,-14.51421001686532,5.070168895244026
176018,2010-04-10 10:53:09.530,-115.76496,32.68304,1.75,-11.6901284360714,-4.511100752086235
176019,2010-04-10 10:53:21.726,-115.83414,32.68086,1.21,-11.927471817883617,-10.985892828854116
176020,2010-04-10 10:53:26.833,-115.76171,32.64596,1.11,-15.81337001578276,-4.208682527087674
176028,2010-04-10 10:55:20.279,-115.76816,32.66365,1.17,-13.846057181531002,-4.811632597493845
176030,2010-04-10 10:56:07.070,-115.76217,32.64667,1.11,-15.734403251061659,-4.251717808638834
176032,2010-04-10 10:56:46.666,-115.75536,32.62716,2.46,-17.904069061736983,-3.6149025567396316
176042,2010-04-10 10:59:48.810,-115.8322,32.68396,1.39,-11.582967164226854,-10.803949368463329
176046,2010-04-10 11:01:05.786,-115.76277,32.68097,1.7,-11.920393097743506,-4.306239541193317
176054,2010-04-10 11:02:28.290,-115.76237,32.64643,1.03,-15.761081988286561,-4.270454821619893
176055,2010-04-10 11:02:36.254,-115.80433,32.68649,1.65,-11.304144053016229,-8.195404022327182
176062,2010-04-10 11:04:06.604,-115.78861,32.65339,1.48,-14.985803313936852,-6.726727588310514
176063,2010-04-10 11:04:12.570,-115.73805,32.65179,1.17,-15.165796176787273,-1.9933035631809735
176064,2010-04-10 11:04:35.467,-115.73813,32.65155,2.34,-15.192481450677878,-2.0007987266013205
176070,2010-04-10 11:07:32.710,-115.76245,32.64642,1.06,-15.762190710228014,-4.277945535992415
176076,2010-04-10 11:09:05.888,-115.78128,32.6691,1.43,-13.239372796128558,-6.039425498762758
176080,2010-04-10 11:10:09.192,-115.768,32.61958,1.97,-18.746424745494462,-4.799022010321424
176084,2010-04-10 11:12:09.710,-115.794,32.712,1.5,-8.468313891072391,-7.226594033276152
176087,2010-04-10 11:12:41.727,-115.75443,32.67255,1.41,-12.856962749076487,-3.526017247780914
176092,2010-04-10 11:14:16.595,-115.78072,32.67039,2.22,-13.095963138844471,-5.9869206379941176
176094,2010-04-10 11:14:58.810,-115.76045,32.67812,1.44,-12.237390588904375,-4.089237352608678
176099,2010-04-10 11:16:39.187,-115.86804,32.71016,1.02,-8.665436754921261,-14.154003220980247
176100,2010-04-10 11:16:50.110,-115.79098,32.67742,1.3,-12.313636373814688,-6.9467382131864355
176110,2010-04-10 11:19:56.429,-115.75552,32.6712,1.11,-13.007039085364893,-3.6280967329170823
176112,2010-04-10 11:20:22.684,-115.77804,32.66957,1.29,-13.187291290878408,-5.736117802002827
176121,2010-04-10 11:23:21.372,-115.73184,32.6564,1.2,-14.653287375816099,-1.411836007473388
176131,2010-04-10 11:25:02.307,-115.74715,32.62034,1.56,-18.662668767082938,-2.84626849575348
176137,2010-04-10 11:26:12.237,-115.69928,32.56446,1.15,-24.876514399817456,1.6380332154623396
176138,2010-04-10 11:26:24.713,-115.77855,32.66986,1.71,-13.155017027701827,-5.783836882206897
176141,2010-04-10 11:26:57.730,-115.79385,32.69304,1.06,-10.576579820001283,-7.214093921798643
176146,2010-04-10 11:28:00.514,-115.75946,32.67386,1.54,-12.71111876110578,-3.9967693763935643
176147,2010-04-10 11:28:10.840,-115.7915,32.7231,1.31,-7.234218142546852,-6.991825364542885
176148,2010-04-10 11:28:24.800,-115.75882,32.61712,1.08,-19.02034277406353,-3.9393676037838405
176153,2010-04-10 11:29:44.319,-115.77987,32.66695,1.52,-13.478521400671411,-5.907585922324547
176154,2010-04-10 11:30:02.463,-115.83277,32.69372,1.43,-10.497646512294253,-10.85610699709524
176158,2010-04-10 11:30:55.150,-115.75986,32.61814,1.06,-18.90688480955768,-4.036726548051082
176159,2010-04-10 11:31:07.292,-115.7694,32.68819,1.77,-11.117276738337642,-4.926353961066988
176160,2010-04-10 11:31:28.434,-115.75675,32.67656,1.15,-12.410991484438119,-3.743002347519872
176164,2010-04-10 11:32:21.877,-115.71148,32.57594,1.65,-23.600119356760707,0.4946612584718598
176169,2010-04-10 11:34:28.010,-115.75381,32.65417,1.15,-14.900745947416032,-3.468698992148064
176173,2010-04-10 11:36:23.223,-115.76417,32.66168,1.31,-14.065285398811143,-4.438227090787003
176175,2010-04-10 11:36:38.430,-115.76724,32.66147,1.17,-14.088503534712741,-4.725626898003366
176180,2010-04-10 11:38:22.302,-115.62995,32.54554,1.35,-26.97712665664423,8.13692985722924
176181,2010-04-10 11:38:45.836,-115.79717,32.67797,1.21,-12.25205622339396,-7.5260475369207125
176189,2010-04-10 11:40:45.926,-115.75263,32.67286,2.05,-12.822550815220302,-3.3575245829927445
176190,2010-04-10 11:41:07.338,-115.72821,32.64735,1.22,-15.659644019090303,-1.0721131376008968
176191,2010-04-10 11:41:17.398,-115.77065,32.68914,1.38,-11.011582721064695,-5.043280434346467
176193,2010-04-10 11:41:52.790,-115.77761,32.68398,1.11,-11.584995654546026,-5.69494852549722
176195,2010-04-10 11:42:50.090,-115.77723,32.69032,1.11,-10.880040212809906,-5.658982683409118
176196,2010-04-10 11:43:23.850,-115.7464,32.71997,1.14,-7.584338206278454,-2.7729300134333705
176198,2010-04-10 11:44:09.390,-115.76629,32.68532,1.15,-11.436546573832754,-4.635456390391047
176206,2010-04-10 11:47:18.444,-115.77399,32.67497,1.04,-12.587050793095294,-5.356698808151559
176207,2010-04-10 11:47:25.530,-115.42635,32.59425,1.65,-21.526879743317547,27.206252387105557
176209,2010-04-10 11:47:47.750,-115.71828,32.6454,1.15,-15.876531047038835,-0.1424002823137214
176211,2010-04-10 11:48:10.330,-115.77245,32.67126,1.05,-12.99966080039364,-5.212774562820112
176212,2010-04-10 11:48:20.450,-115.78642,32.66774,1.23,-13.390293129799222,-6.520650242903474
176213,2010-04-10 11:48:27.226,-115.76277,32.68097,1.79,-11.920393097743506,-4.306239541193317
176223,2010-04-10 11:52:13.500,-115.64883,32.55056,1.28,-26.42021941318873,6.366882871469689
176224,2010-04-10 11:52:15.230,-115.82803,32.57701,1.62,-23.475681045140625,-10.426156470235005
176226,2010-04-10 11:52:41.963,-115.78445,32.66607,1.24,-13.576108215054422,-6.336365781100058
176227,2010-04-10 11:53:14.013,-115.79342,32.67091,1.6,-13.037352634886759,-7.175634482649477
176229,2010-04-10 11:53:52.847,-115.60111,32.64576,1.41,-15.83059161467492,10.828067332490196
176230,2010-04-10 11:54:18.861,-115.80625,32.70712,1.0,-9.010042660907708,-8.37315187758924
176231,2010-04-10 11:55:12.171,-115.60131,32.64533,1.03,-15.878425852188341,10.809393652025348
176232,2010-04-10 11:55:29.260,-115.83878,32.69089,1.1,-10.811696011145742,-11.418874850945485
176235,2010-04-10 11:56:07.966,-115.83747,32.73999,1.01,-5.352166303371489,-11.290062601982212
176236,2010-04-10 11:56:39.400,-115.6562,32.6251,1.29,-18.132168383916888,5.671378006843613
176250,2010-04-10 12:02:33.250,-115.76006,32.67733,1.45,-12.325249570287662,-4.052771293929658
176264,2010-04-10 12:06:34.419,-115.75531,32.66286,1.31,-13.934411935750749,-3.6087774801612937
176265,2010-04-10 12:06:46.100,-115.83922,32.68967,1.86,-10.947306272467642,-11.460207345357283
176266,2010-04-10 12:07:04.623,-115.83873,32.69,1.29,-10.910664873370898,-11.41430967284137
176268,2010-04-10 12:07:58.689,-115.77949,32.6707,1.03,-13.061561570591259,-5.871768786016227
176269,2010-04-10 12:08:04.260,-115.73867,32.66409,2.02,-13.798086748233088,-2.0510668338104625
176271,2010-04-10 12:08:50.340,-115.74155,32.64272,1.62,-16.17426288457077,-2.3212174254487197
176274,2010-04-10 12:11:24.970,-115.78948,32.63946,1.28,-16.53469299138001,-6.809239442673848
176284,2010-04-10 12:13:10.568,-115.75866,32.61878,1.19,-18.835765135019734,-3.92430934251159
176285,2010-04-10 12:13:27.840,-115.74174,32.63507,1.18,-17.02489989005559,-2.339207776481263
176303,2010-04-10 12:20:12.290,-115.78233,32.75944,1.0,-3.1939631386180025,-6.131492599247088
176304,2010-04-10 12:20:33.155,-115.85757,32.61721,1.51,-19.002354656967185,-13.188143894617628
176314,2010-04-10 12:23:24.310,-115.75154,32.67153,1.38,-12.970474095293936,-3.255548844324326
176317,2010-04-10 12:26:02.172,-115.80737,32.68804,1.05,-11.131552585212003,-8.479757846035193
176318,2010-04-10 12:26:08.457,-115.84004,32.66599,1.0,-13.580312753078337,-11.540006991885651
176326,2010-04-10 12:29:08.490,-115.72685,32.60034,1.3,-20.886930462308786,-0.9452775081587118
176331,2010-04-10 12:30:15.044,-115.90053,32.69971,1.61,-9.822613622463315,-17.195814950206305
176332,2010-04-10 12:30:35.330,-115.76263,32.61896,1.12,-18.815596058088897,-4.29611866181712
176345,2010-04-10 12:38:08.228,-115.72461,32.64612,1.16,-15.796444484514732,-0.735066113940064
176355,2010-04-10 12:43:25.278,-115.76335,32.62284,1.09,-18.384130330557458,-4.36336209548676
176365,2010-04-10 12:46:32.886,-115.7776,32.6685,2.77,-13.306293601792303,-5.695000456431299
176366,2010-04-10 12:48:18.449,-115.76709,32.62156,1.71,-18.52629964242834,-4.7136905616309726
176369,2010-04-10 12:49:36.010,-115.68654,32.57277,1.02,-23.952215988684262,2.831684293255388
176382,2010-04-10 12:52:19.329,-115.73382,32.65252,1.58,-15.084695567944566,-1.5972680528078078
176384,2010-04-10 12:52:58.722,-115.72728,32.60151,2.79,-20.756828481315026,-0.9855454001691705
176387,2010-04-10 12:53:31.960,-115.76556,32.67452,2.69,-12.637483474796932,-4.5676905932090595
176388,2010-04-10 12:54:21.970,-115.68198,32.56321,1.07,-25.015108480495005,3.2593276388525263
176389,2010-04-10 12:55:42.337,-115.6008,32.64488,1.79,-15.928411411121193,10.857199165467335
176393,2010-04-10 12:56:57.876,-115.76601,32.62881,1.26,-17.720183969056382,-4.6121700743531475
176398,2010-04-10 12:59:48.390,-115.7545,32.67074,1.81,-13.058223231170942,-3.5326409281714533
176404,2010-04-10 13:00:50.470,-115.71828,32.6454,1.09,-15.876531047038835,-0.1424002823137214
176405,2010-04-10 13:01:10.610,-115.77855,32.66062,1.23,-14.182458116496136,-5.784435596765317
176407,2010-04-10 13:01:39.871,-115.78202,32.6535,1.19,-14.973971151395208,-6.109760084596585
176409,2010-04-10 13:02:27.630,-115.78242,32.65266,1.16,-15.067351744883151,-6.147266117423844
176423,2010-04-10 13:06:40.150,-115.74306,32.64909,1.2,-15.465917113416552,-2.4624258751176016
176435,2010-04-10 13:14:29.740,-115.78337,32.70254,3.04,-9.520893488273991,-6.232721533328615
176439,2010-04-10 13:18:04.112,-115.78272,32.65241,1.18,-15.095133026811444,-6.175369825916708
176440,2010-04-10 13:19:21.380,-115.78523,32.70288,2.0,-9.482976199961547,-6.4067355974758975
176446,2010-04-10 13:21:54.002,-115.78024,32.67157,3.52,-12.964780160520323,-5.941912730257486
176447,2010-04-10 13:22:37.320,-115.80036,32.68777,1.0,-11.162114823310727,-7.823755701153251
176451,2010-04-10 13:24:58.563,-115.76292,32.68033,2.32,-11.99155174019471,-4.320309287847229
176458,2010-04-10 13:26:52.103,-115.7719,32.64712,2.09,-15.68393319541062,-5.16268919943523
176459,2010-04-10 13:27:05.321,-115.74468,32.65063,2.92,-15.294638111685854,-2.6140535550105484
176465,2010-04-10 13:30:04.012,-115.75644,32.68216,1.5,-11.788310817423676,-3.713754399740563
176468,2010-04-10 13:30:40.167,-115.90406,32.69488,1.33,-10.359106185843249,-17.527073064490846
176477,2010-04-10 13:34:35.930,-115.77597,32.66992,1.01,-13.148483279451673,-5.542336466037766
176480,2010-04-10 13:35:01.665,-115.784,32.69299,1.22,-10.582767736921655,-6.292343831770554
176486,2010-04-10 13:37:05.170,-115.74306,32.64909,1.07,-15.465917113416552,-2.4624258751176016
176492,2010-04-10 13:39:28.811,-115.77621,32.66988,1.31,-13.15291849256352,-5.564803753518246
176494,2010-04-10 13:40:26.270,-115.72654,32.60748,1.0,-20.093001409396845,-0.9161647218366935
176521,2010-04-10 13:54:15.300,-115.96949,33.05782,1.68,30.0106789924968,-23.553257213850454
176524,2010-04-10 13:55:22.424,-115.73072,32.64688,1.41,-15.711877448788911,-1.307123748062606
176525,2010-04-10 13:55:31.610,-115.8096,32.7153,1.78,-8.10019834737313,-8.685795115683435
176527,2010-04-10 13:56:08.990,-115.69492,32.55875,1.72,-25.511361661503514,2.0467559548002043
176550,2010-04-10 14:09:31.871,-115.72822,32.64885,2.04,-15.492851528325678,-1.0730313856590583
176553,2010-04-10 14:10:09.290,-115.88387,32.70734,2.5,-8.976779445302302,-15.63556839631542
176557,2010-04-10 14:12:22.366,-115.7884,32.59948,1.61,-20.980334862199754,-6.711114397149251
176565,2010-04-10 14:15:26.082,-115.77184,32.6467,1.42,-15.730637985816424,-5.157095817588497
176567,2010-04-10 14:16:10.734,-115.76806,32.68774,1.28,-11.167375997299967,-4.8009754233067
176568,2010-04-10 14:16:29.391,-115.83402,32.68627,2.31,-11.325919777511086,-10.973996360288206
176573,2010-04-10 14:19:00.354,-115.77793,32.6286,1.22,-17.742953241153682,-5.728448682044446
176576,2010-04-10 14:19:52.970,-115.76711,32.66961,1.07,-13.183382643138934,-4.713027524611831
176577,2010-04-10 14:20:18.088,-115.75576,32.67038,1.71,-13.098210677204566,-3.6505947455629335
176579,2010-04-10 14:21:09.980,-115.8591,32.7303,2.08,-6.4271311416247325,-13.314558591822776
176581,2010-04-10 14:22:58.623,-115.84083,32.72911,1.76,-6.561603569623313,-11.60573980296858
176597,2010-04-10 14:29:17.727,-115.76168,32.68131,1.23,-11.882630618299181,-4.204208542778938
176614,2010-04-10 14:35:33.607,-115.76316,32.63245,1.0,-17.31555491333809,-4.345100809122558
176619,2010-04-10 14:37:09.520,-115.92704,32.69242,1.03,-10.62860864244657,-19.678014649722854
176626,2010-04-10 14:39:07.613,-115.74747,32.63675,1.23,-16.837951394769078,-2.8757100644695215
176643,2010-04-10 14:44:11.801,-115.77787,32.67053,1.0,-13.080553358473912,-5.720143652734276
176652,2010-04-10 14:45:44.239,-115.8534,32.6727,1.05,-12.832660461006839,-12.789639955455808
176655,2010-04-10 14:46:22.540,-115.77003,32.66411,1.73,-13.794821024075945,-4.986657385664942
176657,2010-04-10 14:46:51.609,-115.77655,32.67241,1.93,-12.871577421985345,-5.596470247132474
176660,2010-04-10 14:48:04.600,-115.78152,32.6715,1.68,-12.972491271734167,-6.061727498276738
176661,2010-04-10 14:48:07.930,-115.77047,32.68727,1.65,-11.219525786417277,-5.02654083518052
176664,2010-04-10 14:49:01.200,-115.79742,32.67567,1.25,-12.507786747245465,-7.549640832798712
176665,2010-04-10 14:49:04.864,-115.75611,32.67251,1.97,-12.861353369032047,-3.6832678332302193
176666,2010-04-10 14:49:37.105,-115.83135,32.68934,1.01,-10.984824923121707,-10.723752378536243
176667,2010-04-10 14:49:44.709,-115.79425,32.6681,2.43,-13.349753826500733,-7.253552713337008
176671,2010-04-10 14:51:24.270,-115.65331,32.54587,1.21,-26.94198374507161,5.94729128232747
176678,2010-04-10 14:53:43.587,-115.81256,32.68104,1.94,-11.909489521435432,-8.966163717004655
176680,2010-04-10 14:54:29.188,-115.8131,32.68074,1.79,-11.942802150073707,-9.016733507727588
176682,2010-04-10 14:55:42.076,-115.7283,32.66845,1.74,-13.313430155475183,-1.0802842446522387
176701,2010-04-10 15:02:19.136,-115.76278,32.68093,1.09,-11.92484048746597,-4.307177389107787
176707,2010-04-10 15:04:42.427,-115.73801,32.61401,1.21,-19.36674124093066,-1.9904000808928326
176712,2010-04-10 15:05:35.266,-115.78119,32.67054,1.59,-13.07925723603174,-6.030903823495551
176713,2010-04-10 15:06:16.970,-115.80563,32.70578,1.0,-9.159092713347222,-8.31526700702499
176715,2010-04-10 15:07:01.261,-115.95929,32.69664,1.33,-10.152913795719176,-22.694879881271838
176716,2010-04-10 15:07:34.320,-115.72327,32.58199,1.63,-22.927383632298344,-0.6100416701896599
176718,2010-04-10 15:09:06.175,-115.77292,32.67103,1.97,-13.025212404061216,-5.256781003890828
176732,2010-04-10 15:12:53.867,-115.79939,32.67523,1.69,-12.55657036875524,-7.734065572620542
176735,2010-04-10 15:13:56.740,-115.66617,32.51532,1.94,-30.33963687869337,4.7434983315704
176758,2010-04-10 15:22:55.972,-115.7827,32.66523,1.64,-13.669615285914492,-6.172611021321868
176771,2010-04-10 15:29:12.300,-115.76958,32.624,2.14,-18.254870521426877,-4.946753983740735
176772,2010-04-10 15:29:35.061,-115.83916,32.677,1.73,-12.356152302887988,-11.456219165334094
176774,2010-04-10 15:30:57.941,-115.77771,32.64891,1.29,-15.484596225822706,-5.706548932318034
176796,2010-04-10 15:38:59.410,-115.79811,32.58429,1.03,-22.668729174338182,-7.622013339045172
176798,2010-04-10 15:39:42.450,-115.67828,32.53936,1.06,-27.666987647521534,3.607033940764623
176800,2010-04-10 15:40:21.505,-115.76926,32.62405,1.1,-18.24932566896614,-4.9167827701499425
176803,2010-04-10 15:41:10.880,-115.62363,32.51824,2.13,-30.01224529363758,8.731985716349747
176804,2010-04-10 15:42:02.345,-115.78129,32.65512,1.6,-14.793877245025993,-6.041307502131262
176818,2010-04-10 15:48:16.800,-115.80025,32.70359,1.33,-9.403019310550818,-7.812075573929279
176828,2010-04-10 15:52:35.280,-115.79607,32.67633,1.21,-12.434493526815444,-7.423229625291891
176835,2010-04-10 15:55:13.613,-115.78034,32.64419,2.27,-16.00929153176119,-5.95309815068119
176836,2010-04-10 15:55:38.610,-115.77208,32.66135,1.63,-14.101620644473678,-5.178716761860987
176841,2010-04-10 15:57:47.578,-115.78016,32.64292,1.19,-16.15051918447424,-5.936329102004628
176844,2010-04-10 15:59:13.650,-115.65331,32.54587,1.06,-26.94198374507161,5.94729128232747
176858,2010-04-10 16:03:52.010,-115.68327,32.56227,1.62,-25.119670633616217,3.1384680875666042
176861,2010-04-10 16:05:38.308,-115.72893,32.64001,2.03,-16.475807264129603,-1.1396182091421645
176862,2010-04-10 16:05:51.158,-115.73081,32.64325,1.5,-16.11551391744127,-1.3156036867071965
176865,2010-04-10 16:06:07.830,-115.77995,32.66983,1.19,-13.15827555837061,-5.914883584675422
176881,2010-04-10 16:11:36.532,-115.71741,32.6448,1.77,-15.9432488377258,-0.06094343589400591
176885,2010-04-10 16:12:34.772,-115.81097,32.67779,1.28,-12.271006500983255,-8.81767419901916
176893,2010-04-10 16:15:19.933,-115.76478,32.6687,1.03,-13.284671305232893,-4.494976880743939
176896,2010-04-10 16:16:16.534,-115.71739,32.59897,1.31,-21.039312337567402,-0.059101139176586846
176903,2010-04-10 16:18:40.074,-115.92054,32.66673,1.3,-13.486394496765152,-19.07523879020066
176904,2010-04-10 16:18:41.870,-115.59396,32.50308,1.94,-31.69512833218717,11.515854631219161
176907,2010-04-10 16:20:42.130,-115.80809,32.62756,1.26,-17.856563384964414,-8.552930071105742
176908,2010-04-10 16:21:06.145,-115.8404,32.7326,2.21,-6.173580388082041,-11.565064079040269
176909,2010-04-10 16:21:11.360,-115.70641,32.59751,2.19,-21.20160977204893,0.9694956077777217
176913,2010-04-10 16:22:14.980,-115.92423,32.70102,1.39,-9.672851315161312,-19.41318405875549
176915,2010-04-10 16:22:38.329,-115.77703,32.6737,1.3,-12.728110505822588,-5.641317038186014
176918,2010-04-10 16:23:54.630,-115.78242,32.65266,1.1,-15.067351744883151,-6.147266117423844
176924,2010-04-10 16:26:36.849,-115.77195,32.62224,1.88,-18.450460460982224,-5.168809692639674
176926,2010-04-10 16:27:03.443,-115.65745,32.55256,1.12,-26.198314337319033,5.55882041536577
176933,2010-04-10 16:29:28.100,-115.81321,32.66601,1.25,-13.580693917850368,-9.028518654814947
176940,2010-04-10 16:31:25.913,-115.72742,32.63933,1.17,-16.551435049301777,-0.9982374423871543
176943,2010-04-10 16:32:04.150,-115.89365,32.69305,1.32,-10.564268015404489,-16.553276119464655
176944,2010-04-10 16:32:33.620,-115.77989,32.69064,1.03,-10.84431256368013,-5.907889361985955
176948,2010-04-10 16:34:32.030,-115.65331,32.54587,1.1,-26.94198374507161,5.94729128232747
176950,2010-04-10 16:35:13.285,-115.72556,32.64559,1.53,-15.855370805553731,-0.8240178644594537
176951,2010-04-10 16:35:23.810,-115.7775,32.5993,1.24,-21.000987655761794,-5.690045161368389
176953,2010-04-10 16:37:12.190,-115.72685,32.60034,1.03,-20.886930462308786,-0.9452775081587118
176956,2010-04-10 16:38:11.470,-115.86836,32.76974,1.71,-2.0404015272963325,-14.174458282447628
176957,2010-04-10 16:39:33.620,-115.78684,32.55597,1.63,-25.81852362740469,-6.568170527590448
176964,2010-04-10 16:41:24.637,-115.59294,32.55066,1.82,-26.40436320730849,11.605345804960704
176968,2010-04-10 16:42:44.110,-115.75815,32.68141,1.04,-11.871645754114791,-3.873826676478794
176969,2010-04-10 16:43:05.600,-115.46669,32.50786,2.17,-31.142640173642793,23.449714953037027
176970,2010-04-10 16:43:40.970,-115.87814,32.77975,1.47,-0.9259882924834567,-15.087175687282215
176978,2010-04-10 16:46:00.608,-115.70311,32.56955,1.1,-24.310584916962455,1.279036591403451
176995,2010-04-10 16:50:30.797,-115.78279,32.6437,1.69,-16.063636718724588,-6.182526253625286
177003,2010-04-10 16:52:42.882,-115.61764,32.55371,2.37,-26.067652555430477,9.289942791728764
177004,2010-04-10 16:54:18.485,-115.77985,32.67027,1.08,-13.109355372725158,-5.905494132400022
177008,2010-04-10 16:55:40.176,-115.77971,32.66913,1.48,-13.23612538206639,-5.892464981355117
177013,2010-04-10 16:56:33.070,-115.83641,32.68253,1.49,-11.74153856175743,-11.198136590606103
177014,2010-04-10 16:56:46.885,-115.72943,32.64158,1.1,-16.301225740919225,-1.186414697043448
177017,2010-04-10 16:58:06.508,-115.77965,32.66966,1.06,-13.177195409180996,-5.88681377749252
177022,2010-04-10 16:59:56.633,-115.75561,32.67174,1.27,-12.946990739004976,-3.636498908093957
177026,2010-04-10 17:00:42.874,-115.77449,32.64913,1.71,-15.46030221578925,-5.405062037457273
177029,2010-04-10 17:01:59.904,-115.652,32.54706,1.36,-26.809587553042586,6.070001204370532
177039,2010-04-10 17:04:36.528,-115.76934,32.62251,1.92,-18.420562136736542,-4.924359729687323
177043,2010-04-10 17:06:45.298,-115.73475,32.69849,1.79,-9.97305039947895,-1.6834686839594541
177044,2010-04-10 17:07:29.540,-115.77725,32.68753,1.51,-11.190272979777113,-5.6610313749028895
177045,2010-04-10 17:07:48.703,-115.73033,32.60532,2.04,-20.333143337547625,-1.2712000482532166
177048,2010-04-10 17:08:42.350,-115.74187,32.60094,1.19,-20.819979838039647,-2.352278903562222
177049,2010-04-10 17:08:46.731,-115.76301,32.63222,2.52,-17.341135887342308,-4.331065568350735
177064,2010-04-10 17:13:51.468,-115.76006,32.61962,1.2,-18.742308684386632,-4.055390920619434
177066,2010-04-10 17:14:38.010,-115.65331,32.54587,1.09,-26.94198374507161,5.94729128232747
177077,2010-04-10 17:20:07.018,-115.77696,32.67304,2.03,-12.801502881866528,-5.634806755495303
177078,2010-04-10 17:20:30.330,-115.69634,32.55875,1.52,-25.511388183345666,1.913673855998579
177081,2010-04-10 17:21:14.529,-115.72909,32.6384,1.96,-16.654829363203547,-1.1546205661645712
177085,2010-04-10 17:23:33.610,-115.76137,32.66599,1.06,-13.586149129738759,-4.175912004702518
177107,2010-04-10 17:31:40.192,-115.78918,32.66301,3.55,-13.916071828319808,-6.779360870671932
177109,2010-04-10 17:32:08.761,-115.78713,32.66328,1.03,-13.886178548978855,-6.587439328653566
177111,2010-04-10 17:33:03.703,-115.7666,32.6738,2.17,-12.717498489452565,-4.665070655548183
177114,2010-04-10 17:34:54.420,-115.77169,32.6868,1.38,-11.271728835046078,-5.140741753422838
177115,2010-04-10 17:35:42.842,-115.78731,32.66362,1.07,-13.848361066734773,-6.604264022951556
177117,2010-04-10 17:36:20.183,-115.72799,32.65013,1.9,-15.350524328499981,-1.051482470397375
177123,2010-04-10 17:38:10.870,-115.69634,32.55875,1.12,-25.511388183345666,1.913673855998579
177129,2010-04-10 17:39:44.474,-115.72932,32.64252,1.67,-16.19670373615922,-1.1761026871063363
177130,2010-04-10 17:40:42.550,-115.7307,32.62897,1.81,-17.703378828243014,-1.305512893115645
177131,2010-04-10 17:41:20.061,-115.75476,32.67355,1.94,-12.745756789405647,-3.556865576824946
177136,2010-04-10 17:42:32.710,-115.82959,32.6582,1.63,-14.447611418582314,-10.562731475612267
177137,2010-04-10 17:42:36.080,-115.83725,32.68181,1.51,-11.821509766345898,-11.276843220114907
177140,2010-04-10 17:44:09.154,-115.83785,32.68249,1.68,-11.745833177628311,-11.332911320761239
177143,2010-04-10 17:45:14.450,-115.7894,32.69368,1.65,-10.505709481271634,-6.797618392263896
177144,2010-04-10 17:45:27.130,-115.87514,32.67909,1.12,-12.119290952878604,-14.823449311926563
177146,2010-04-10 17:46:08.970,-115.73775,32.64491,1.13,-15.930822874248019,-1.9653682588611712
177147,2010-04-10 17:46:11.850,-115.7763,32.6307,1.62,-17.509530853920076,-5.575673655225327
177151,2010-04-10 17:48:15.422,-115.72119,32.60051,2.15,-20.868063649532942,-0.4150691750041821
177152,2010-04-10 17:48:33.279,-115.78042,32.66658,2.38,-13.519632712582256,-5.959094153414224
177154,2010-04-10 17:49:52.920,-115.7097,32.5998,1.41,-20.946998701559647,0.6612740806263186
177159,2010-04-10 17:51:57.784,-115.78525,32.66581,1.23,-13.604970753963515,-6.411270326062901
177178,2010-04-10 17:58:50.440,-115.6842,32.55269,1.91,-26.184945169855276,3.0516385609255696
177181,2010-04-10 18:00:04.870,-115.7802,32.66946,1.1,-13.199403691105767,-5.938309051018567
177184,2010-04-10 18:00:59.597,-115.75517,32.67194,2.03,-12.924766775546225,-3.5953062327877268
177187,2010-04-10 18:02:05.260,-115.77873,32.66951,1.85,-13.193925407211498,-5.8007082349544135
